Aug. 11, 2020   10:55:28
Amperometric i-t Curve
File: 200811_mer_meo_obj1_150_t2_106.bin
Data Source:  Experiment
Instrument Model:  CHI1000C
Header: 
Note: 

Init E (V) = -0.78
Sample Interval (s) = 5
Run Time (sec) = 4e+4
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-4


Channel 2:


Channel 3:


Channel 4:


Channel 5:


Channel 6:


Channel 7:

tp = 170.00s
ip = -1.739e-5A
Ap = -1.096e-3C

Channel 8:

tp = 180.00s
ip = -1.803e-5A
Ap = -1.649e-3C

Time/s, i1/A, i2/A, i3/A, i4/A, i5/A, i6/A, i7/A, i8/A
5.935e+3, 2.428e-5, 2.536e-5, 1.380e-5, 1.865e-5, 5.858e-6, 5.393e-6, -1.743e-6, -1.501e-6
5.940e+3, 2.481e-5, 2.569e-5, 1.333e-5, 1.856e-5, 5.510e-6, 5.753e-6, -1.804e-6, -1.516e-6
5.945e+3, 2.431e-5, 2.564e-5, 1.362e-5, 1.869e-5, 5.858e-6, 6.016e-6, -1.733e-6, -1.478e-6
5.950e+3, 2.433e-5, 2.557e-5, 1.414e-5, 1.842e-5, 5.681e-6, 5.745e-6, -1.847e-6, -1.460e-6
5.955e+3, 2.417e-5, 2.547e-5, 1.358e-5, 1.867e-5, 5.555e-6, 6.179e-6, -1.768e-6, -1.473e-6
5.960e+3, 2.384e-5, 2.556e-5, 1.397e-5, 1.901e-5, 5.630e-6, 5.497e-6, -1.741e-6, -1.483e-6
5.965e+3, 2.428e-5, 2.537e-5, 1.398e-5, 1.818e-5, 5.193e-6, 6.061e-6, -1.694e-6, -1.488e-6
5.970e+3, 2.418e-5, 2.531e-5, 1.316e-5, 1.918e-5, 5.482e-6, 5.709e-6, -1.730e-6, -1.526e-6
5.975e+3, 2.433e-5, 2.558e-5, 1.314e-5, 1.869e-5, 5.523e-6, 5.880e-6, -1.781e-6, -1.441e-6
5.980e+3, 2.416e-5, 2.566e-5, 1.395e-5, 1.886e-5, 5.689e-6, 5.451e-6, -1.750e-6, -1.479e-6
5.985e+3, 2.410e-5, 2.570e-5, 1.405e-5, 1.879e-5, 5.320e-6, 5.431e-6, -1.704e-6, -1.469e-6
5.990e+3, 2.396e-5, 2.557e-5, 1.359e-5, 1.834e-5, 5.445e-6, 6.057e-6, -1.795e-6, -1.458e-6
5.995e+3, 2.410e-5, 2.586e-5, 1.421e-5, 1.857e-5, 5.627e-6, 5.418e-6, -1.698e-6, -1.468e-6
6.000e+3, 2.423e-5, 2.577e-5, 1.325e-5, 1.819e-5, 5.458e-6, 5.708e-6, -1.883e-6, -1.457e-6
6.005e+3, 2.403e-5, 2.572e-5, 1.355e-5, 1.872e-5, 5.889e-6, 5.759e-6, -1.694e-6, -1.476e-6
6.010e+3, 2.407e-5, 2.572e-5, 1.305e-5, 1.857e-5, 5.593e-6, 5.903e-6, -1.700e-6, -1.488e-6
6.015e+3, 2.415e-5, 2.542e-5, 1.326e-5, 1.876e-5, 5.595e-6, 5.727e-6, -1.716e-6, -1.472e-6
6.020e+3, 2.440e-5, 2.586e-5, 1.334e-5, 1.865e-5, 5.291e-6, 5.868e-6, -1.724e-6, -1.443e-6
6.025e+3, 2.450e-5, 2.565e-5, 1.359e-5, 1.876e-5, 5.523e-6, 5.730e-6, -1.698e-6, -1.459e-6
6.030e+3, 2.445e-5, 2.533e-5, 1.375e-5, 1.862e-5, 5.769e-6, 5.736e-6, -1.707e-6, -1.455e-6
6.035e+3, 2.427e-5, 2.530e-5, 1.385e-5, 1.895e-5, 5.960e-6, 5.474e-6, -1.696e-6, -1.487e-6
6.040e+3, 2.412e-5, 2.566e-5, 1.371e-5, 1.870e-5, 5.761e-6, 5.789e-6, -1.714e-6, -1.508e-6
6.045e+3, 2.405e-5, 2.559e-5, 1.340e-5, 1.846e-5, 6.190e-6, 5.831e-6, -1.714e-6, -1.450e-6
6.050e+3, 2.397e-5, 2.562e-5, 1.328e-5, 1.877e-5, 5.678e-6, 5.560e-6, -1.669e-6, -1.460e-6
6.055e+3, 2.378e-5, 2.548e-5, 1.347e-5, 1.860e-5, 5.463e-6, 5.954e-6, -1.685e-6, -1.469e-6
6.060e+3, 2.394e-5, 2.556e-5, 1.387e-5, 1.876e-5, 5.939e-6, 5.549e-6, -1.717e-6, -1.456e-6
6.065e+3, 2.396e-5, 2.561e-5, 1.370e-5, 1.895e-5, 5.532e-6, 5.715e-6, -1.696e-6, -1.456e-6
6.070e+3, 2.391e-5, 2.568e-5, 1.315e-5, 1.893e-5, 5.336e-6, 5.501e-6, -1.698e-6, -1.443e-6
6.075e+3, 2.424e-5, 2.578e-5, 1.279e-5, 1.878e-5, 5.806e-6, 5.770e-6, -1.671e-6, -1.475e-6
6.080e+3, 2.409e-5, 2.548e-5, 1.346e-5, 1.869e-5, 5.655e-6, 5.773e-6, -1.703e-6, -1.433e-6
6.085e+3, 2.396e-5, 2.563e-5, 1.377e-5, 1.857e-5, 5.772e-6, 5.822e-6, -1.692e-6, -1.463e-6
6.090e+3, 2.392e-5, 2.551e-5, 1.279e-5, 1.893e-5, 5.723e-6, 5.623e-6, -1.668e-6, -1.467e-6
6.095e+3, 2.411e-5, 2.590e-5, 1.336e-5, 1.824e-5, 6.163e-6, 5.741e-6, -1.700e-6, -1.450e-6
6.100e+3, 2.398e-5, 2.598e-5, 1.411e-5, 1.869e-5, 5.156e-6, 5.592e-6, -1.682e-6, -1.433e-6
6.105e+3, 2.369e-5, 2.563e-5, 1.326e-5, 1.881e-5, 5.547e-6, 5.436e-6, -1.664e-6, -1.425e-6
6.110e+3, 2.399e-5, 2.542e-5, 1.340e-5, 1.841e-5, 5.300e-6, 5.662e-6, -1.662e-6, -1.448e-6
6.115e+3, 2.392e-5, 2.567e-5, 1.362e-5, 1.874e-5, 5.631e-6, 5.823e-6, -1.666e-6, -1.451e-6
6.120e+3, 2.349e-5, 2.560e-5, 1.295e-5, 1.872e-5, 5.173e-6, 5.635e-6, -1.688e-6, -1.457e-6
6.125e+3, 2.391e-5, 2.565e-5, 1.424e-5, 1.884e-5, 5.690e-6, 5.903e-6, -1.712e-6, -1.426e-6
6.130e+3, 2.387e-5, 2.556e-5, 1.415e-5, 1.820e-5, 5.204e-6, 5.613e-6, -1.703e-6, -1.416e-6
6.135e+3, 2.418e-5, 2.564e-5, 1.313e-5, 1.841e-5, 5.525e-6, 5.936e-6, -1.653e-6, -1.415e-6
6.140e+3, 2.354e-5, 2.521e-5, 1.306e-5, 1.864e-5, 5.891e-6, 5.890e-6, -1.703e-6, -1.437e-6
6.145e+3, 2.405e-5, 2.547e-5, 1.369e-5, 1.826e-5, 5.265e-6, 5.824e-6, -1.638e-6, -1.415e-6
6.150e+3, 2.383e-5, 2.541e-5, 1.396e-5, 1.871e-5, 5.767e-6, 5.948e-6, -1.663e-6, -1.437e-6
6.155e+3, 2.397e-5, 2.542e-5, 1.370e-5, 1.844e-5, 5.531e-6, 5.604e-6, -1.649e-6, -1.422e-6
6.160e+3, 2.376e-5, 2.517e-5, 1.284e-5, 1.819e-5, 5.482e-6, 5.879e-6, -1.656e-6, -1.408e-6
6.165e+3, 2.397e-5, 2.507e-5, 1.295e-5, 1.847e-5, 5.648e-6, 5.964e-6, -1.671e-6, -1.458e-6
6.170e+3, 2.369e-5, 2.530e-5, 1.333e-5, 1.811e-5, 5.356e-6, 5.856e-6, -1.657e-6, -1.458e-6
6.175e+3, 2.385e-5, 2.540e-5, 1.321e-5, 1.844e-5, 5.756e-6, 5.529e-6, -1.668e-6, -1.415e-6
6.180e+3, 2.378e-5, 2.554e-5, 1.330e-5, 1.889e-5, 5.403e-6, 5.570e-6, -1.663e-6, -1.388e-6
6.185e+3, 2.409e-5, 2.514e-5, 1.315e-5, 1.855e-5, 5.563e-6, 5.812e-6, -1.655e-6, -1.417e-6
6.190e+3, 2.458e-5, 2.529e-5, 1.359e-5, 1.858e-5, 5.763e-6, 5.866e-6, -1.643e-6, -1.442e-6
6.195e+3, 2.399e-5, 2.555e-5, 1.444e-5, 1.852e-5, 5.689e-6, 5.684e-6, -1.638e-6, -1.452e-6
6.200e+3, 2.427e-5, 2.522e-5, 1.291e-5, 1.827e-5, 6.042e-6, 5.202e-6, -1.683e-6, -1.407e-6
6.205e+3, 2.444e-5, 2.546e-5, 1.367e-5, 1.875e-5, 6.104e-6, 5.727e-6, -1.686e-6, -1.437e-6
6.210e+3, 2.409e-5, 2.556e-5, 1.279e-5, 1.888e-5, 5.379e-6, 5.825e-6, -1.638e-6, -1.438e-6
6.215e+3, 2.390e-5, 2.551e-5, 1.358e-5, 1.846e-5, 5.556e-6, 5.772e-6, -1.648e-6, -1.388e-6
6.220e+3, 2.390e-5, 2.536e-5, 1.354e-5, 1.852e-5, 5.643e-6, 5.771e-6, -1.657e-6, -1.418e-6
6.225e+3, 2.392e-5, 2.552e-5, 1.366e-5, 1.835e-5, 5.316e-6, 5.401e-6, -1.640e-6, -1.406e-6
6.230e+3, 2.397e-5, 2.524e-5, 1.362e-5, 1.864e-5, 5.689e-6, 6.049e-6, -1.624e-6, -1.377e-6
6.235e+3, 2.403e-5, 2.536e-5, 1.393e-5, 1.881e-5, 5.694e-6, 5.630e-6, -1.662e-6, -1.408e-6
6.240e+3, 2.377e-5, 2.545e-5, 1.333e-5, 1.835e-5, 5.555e-6, 5.802e-6, -1.678e-6, -1.399e-6
6.245e+3, 2.399e-5, 2.509e-5, 1.383e-5, 1.819e-5, 5.940e-6, 5.790e-6, -1.645e-6, -1.411e-6
6.250e+3, 2.372e-5, 2.541e-5, 1.420e-5, 1.875e-5, 5.773e-6, 5.933e-6, -1.638e-6, -1.400e-6
6.255e+3, 2.416e-5, 2.534e-5, 1.366e-5, 1.882e-5, 5.668e-6, 5.697e-6, -1.622e-6, -1.391e-6
6.260e+3, 2.393e-5, 2.522e-5, 1.340e-5, 1.860e-5, 5.442e-6, 5.746e-6, -1.635e-6, -1.373e-6
6.265e+3, 2.433e-5, 2.512e-5, 1.349e-5, 1.869e-5, 5.962e-6, 5.730e-6, -1.670e-6, -1.397e-6
6.270e+3, 2.412e-5, 2.475e-5, 1.374e-5, 1.842e-5, 5.305e-6, 5.345e-6, -1.642e-6, -1.404e-6
6.275e+3, 2.402e-5, 2.499e-5, 1.324e-5, 1.862e-5, 5.531e-6, 5.612e-6, -1.619e-6, -1.371e-6
6.280e+3, 2.380e-5, 2.518e-5, 1.401e-5, 1.834e-5, 5.749e-6, 5.909e-6, -1.649e-6, -1.400e-6
6.285e+3, 2.352e-5, 2.539e-5, 1.330e-5, 1.874e-5, 5.333e-6, 5.690e-6, -1.625e-6, -1.415e-6
6.290e+3, 2.383e-5, 2.540e-5, 1.415e-5, 1.865e-5, 5.680e-6, 5.911e-6, -1.632e-6, -1.408e-6
6.295e+3, 2.385e-5, 2.528e-5, 1.333e-5, 1.851e-5, 5.490e-6, 5.824e-6, -1.615e-6, -1.391e-6
6.300e+3, 2.343e-5, 2.507e-5, 1.342e-5, 1.838e-5, 5.217e-6, 5.856e-6, -1.614e-6, -1.378e-6
6.305e+3, 2.396e-5, 2.516e-5, 1.366e-5, 1.892e-5, 5.466e-6, 5.568e-6, -1.654e-6, -1.394e-6
6.310e+3, 2.389e-5, 2.535e-5, 1.315e-5, 1.828e-5, 5.229e-6, 5.665e-6, -1.667e-6, -1.416e-6
6.315e+3, 2.397e-5, 2.506e-5, 1.412e-5, 1.872e-5, 5.906e-6, 5.539e-6, -1.639e-6, -1.363e-6
6.320e+3, 2.418e-5, 2.482e-5, 1.369e-5, 1.858e-5, 5.607e-6, 5.570e-6, -1.626e-6, -1.367e-6
6.325e+3, 2.369e-5, 2.504e-5, 1.301e-5, 1.839e-5, 5.851e-6, 5.436e-6, -1.634e-6, -1.347e-6
6.330e+3, 2.376e-5, 2.499e-5, 1.331e-5, 1.847e-5, 5.769e-6, 5.532e-6, -1.641e-6, -1.373e-6
6.335e+3, 2.345e-5, 2.482e-5, 1.374e-5, 1.887e-5, 5.979e-6, 5.935e-6, -1.649e-6, -1.366e-6
6.340e+3, 2.372e-5, 2.510e-5, 1.385e-5, 1.844e-5, 5.438e-6, 5.620e-6, -1.640e-6, -1.381e-6
6.345e+3, 2.384e-5, 2.491e-5, 1.313e-5, 1.861e-5, 6.084e-6, 5.679e-6, -1.597e-6, -1.374e-6
6.350e+3, 2.340e-5, 2.480e-5, 1.390e-5, 1.843e-5, 5.246e-6, 5.631e-6, -1.621e-6, -1.383e-6
6.355e+3, 2.372e-5, 2.513e-5, 1.333e-5, 1.883e-5, 5.782e-6, 5.373e-6, -1.637e-6, -1.360e-6
6.360e+3, 2.375e-5, 2.498e-5, 1.305e-5, 1.859e-5, 5.872e-6, 5.528e-6, -1.657e-6, -1.383e-6
6.365e+3, 2.453e-5, 2.497e-5, 1.345e-5, 1.873e-5, 5.530e-6, 6.229e-6, -1.640e-6, -1.404e-6
6.370e+3, 2.409e-5, 2.470e-5, 1.388e-5, 1.855e-5, 5.658e-6, 5.860e-6, -1.621e-6, -1.398e-6
6.375e+3, 2.407e-5, 2.500e-5, 1.335e-5, 1.861e-5, 5.439e-6, 5.816e-6, -1.634e-6, -1.360e-6
6.380e+3, 2.428e-5, 2.489e-5, 1.367e-5, 1.844e-5, 5.461e-6, 5.470e-6, -1.645e-6, -1.356e-6
6.385e+3, 2.371e-5, 2.510e-5, 1.370e-5, 1.865e-5, 5.531e-6, 5.770e-6, -1.596e-6, -1.369e-6
6.390e+3, 2.373e-5, 2.515e-5, 1.335e-5, 1.859e-5, 5.456e-6, 5.755e-6, -1.620e-6, -1.388e-6
6.395e+3, 2.348e-5, 2.505e-5, 1.322e-5, 1.861e-5, 5.042e-6, 5.451e-6, -1.605e-6, -1.365e-6
6.400e+3, 2.373e-5, 2.506e-5, 1.396e-5, 1.846e-5, 5.669e-6, 5.690e-6, -1.626e-6, -1.338e-6
6.405e+3, 2.387e-5, 2.542e-5, 1.380e-5, 1.894e-5, 5.533e-6, 5.545e-6, -1.593e-6, -1.362e-6
6.410e+3, 2.390e-5, 2.543e-5, 1.315e-5, 1.827e-5, 5.452e-6, 5.396e-6, -1.611e-6, -1.393e-6
6.415e+3, 2.404e-5, 2.503e-5, 1.297e-5, 1.858e-5, 5.543e-6, 5.740e-6, -1.616e-6, -1.354e-6
6.420e+3, 2.416e-5, 2.472e-5, 1.404e-5, 1.875e-5, 5.425e-6, 5.798e-6, -1.587e-6, -1.364e-6
6.425e+3, 2.386e-5, 2.526e-5, 1.308e-5, 1.813e-5, 5.614e-6, 5.621e-6, -1.611e-6, -1.407e-6
6.430e+3, 2.425e-5, 2.510e-5, 1.384e-5, 1.865e-5, 5.313e-6, 5.570e-6, -1.615e-6, -1.506e-6
6.435e+3, 2.397e-5, 2.492e-5, 1.405e-5, 1.854e-5, 5.732e-6, 5.722e-6, -1.614e-6, -1.361e-6
6.440e+3, 2.425e-5, 2.500e-5, 1.346e-5, 1.819e-5, 5.675e-6, 5.959e-6, -1.615e-6, -1.351e-6
6.445e+3, 2.402e-5, 2.473e-5, 1.370e-5, 1.875e-5, 5.367e-6, 5.714e-6, -1.617e-6, -1.359e-6
6.450e+3, 2.396e-5, 2.486e-5, 1.351e-5, 1.842e-5, 5.350e-6, 5.663e-6, -1.583e-6, -1.355e-6
6.455e+3, 2.356e-5, 2.503e-5, 1.359e-5, 1.841e-5, 5.698e-6, 5.871e-6, -1.609e-6, -1.361e-6
6.460e+3, 2.403e-5, 2.535e-5, 1.393e-5, 1.818e-5, 5.143e-6, 5.374e-6, -1.606e-6, -1.370e-6
6.465e+3, 2.367e-5, 2.517e-5, 1.291e-5, 1.805e-5, 5.955e-6, 5.750e-6, -1.598e-6, -1.345e-6
6.470e+3, 2.353e-5, 2.514e-5, 1.355e-5, 1.793e-5, 5.649e-6, 5.298e-6, -1.642e-6, -1.383e-6
6.475e+3, 2.390e-5, 2.510e-5, 1.324e-5, 1.801e-5, 5.414e-6, 5.922e-6, -1.588e-6, -1.389e-6
6.480e+3, 2.358e-5, 2.496e-5, 1.373e-5, 1.830e-5, 5.390e-6, 5.688e-6, -1.593e-6, -1.315e-6
6.485e+3, 2.421e-5, 2.492e-5, 1.305e-5, 1.836e-5, 5.831e-6, 5.759e-6, -1.609e-6, -1.344e-6
6.490e+3, 2.393e-5, 2.521e-5, 1.393e-5, 1.832e-5, 5.178e-6, 5.350e-6, -1.585e-6, -1.342e-6
6.495e+3, 2.343e-5, 2.519e-5, 1.319e-5, 1.863e-5, 6.036e-6, 5.408e-6, -1.607e-6, -1.326e-6
6.500e+3, 2.350e-5, 2.517e-5, 1.340e-5, 1.824e-5, 5.636e-6, 5.334e-6, -1.603e-6, -1.344e-6
6.505e+3, 2.383e-5, 2.462e-5, 1.352e-5, 1.826e-5, 6.020e-6, 5.635e-6, -1.575e-6, -1.345e-6
6.510e+3, 2.360e-5, 2.441e-5, 1.334e-5, 1.812e-5, 5.402e-6, 5.754e-6, -1.559e-6, -1.318e-6
6.515e+3, 2.388e-5, 2.513e-5, 1.385e-5, 1.839e-5, 5.539e-6, 5.592e-6, -1.634e-6, -1.337e-6
6.520e+3, 2.387e-5, 2.485e-5, 1.408e-5, 1.812e-5, 5.429e-6, 5.350e-6, -1.567e-6, -1.353e-6
6.525e+3, 2.378e-5, 2.491e-5, 1.375e-5, 1.805e-5, 5.392e-6, 5.559e-6, -1.608e-6, -1.329e-6
6.530e+3, 2.369e-5, 2.465e-5, 1.373e-5, 1.788e-5, 5.839e-6, 5.600e-6, -1.578e-6, -1.345e-6
6.535e+3, 2.369e-5, 2.494e-5, 1.464e-5, 1.844e-5, 5.904e-6, 5.712e-6, -1.546e-6, -1.359e-6
6.540e+3, 2.370e-5, 2.526e-5, 1.281e-5, 1.814e-5, 5.880e-6, 5.899e-6, -1.579e-6, -1.314e-6
6.545e+3, 2.392e-5, 2.505e-5, 1.412e-5, 1.780e-5, 5.581e-6, 5.316e-6, -1.549e-6, -1.344e-6
6.550e+3, 2.325e-5, 2.491e-5, 1.339e-5, 1.818e-5, 5.186e-6, 5.454e-6, -1.559e-6, -1.345e-6
6.555e+3, 2.351e-5, 2.489e-5, 1.319e-5, 1.837e-5, 5.595e-6, 5.609e-6, -1.600e-6, -1.346e-6
6.560e+3, 2.367e-5, 2.529e-5, 1.285e-5, 1.830e-5, 5.265e-6, 5.514e-6, -1.593e-6, -1.318e-6
6.565e+3, 2.361e-5, 2.521e-5, 1.297e-5, 1.817e-5, 5.641e-6, 5.685e-6, -1.593e-6, -1.326e-6
6.570e+3, 2.372e-5, 2.513e-5, 1.351e-5, 1.838e-5, 5.707e-6, 5.581e-6, -1.565e-6, -1.331e-6
6.575e+3, 2.387e-5, 2.498e-5, 1.365e-5, 1.818e-5, 5.690e-6, 5.471e-6, -1.551e-6, -1.322e-6
6.580e+3, 2.374e-5, 2.508e-5, 1.378e-5, 1.851e-5, 5.676e-6, 5.557e-6, -1.567e-6, -1.316e-6
6.585e+3, 2.352e-5, 2.497e-5, 1.396e-5, 1.810e-5, 5.542e-6, 5.788e-6, -1.541e-6, -1.310e-6
6.590e+3, 2.380e-5, 2.517e-5, 1.322e-5, 1.848e-5, 5.213e-6, 5.834e-6, -1.574e-6, -1.350e-6
6.595e+3, 2.378e-5, 2.520e-5, 1.362e-5, 1.799e-5, 5.989e-6, 5.376e-6, -1.572e-6, -1.281e-6
6.600e+3, 2.395e-5, 2.476e-5, 1.400e-5, 1.787e-5, 5.341e-6, 5.518e-6, -1.578e-6, -1.322e-6
6.605e+3, 2.401e-5, 2.454e-5, 1.317e-5, 1.807e-5, 5.682e-6, 5.914e-6, -1.616e-6, -1.311e-6
6.610e+3, 2.364e-5, 2.472e-5, 1.333e-5, 1.824e-5, 5.253e-6, 5.303e-6, -1.557e-6, -1.285e-6
